 Simulation_Period = 19980101 -- 20090831                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
       Day                kSOM               kPOM1               kPOM2                kPOM                kMOM                kQOM                kDOM                kMBA             kMBA_in                kMBD             kMBD_in                 kMB              kMB_in                 phi     Active_Fraction                 CUE                 NUE                rNH4                fDOM       fNO3_Leaching        GPPscaler_VG             EA_POM1             EA_POM2              EA_MOM             EA_NFix              EA_Nit        EA_Denit_NO3        EA_Denit_NO2         EA_Denit_NO        EA_Denit_N2O               kNFix                kNit          kDenit_NO3          kDenit_NO2           kDenit_NO          kDenit_N2O              TM_err               TMbeg               TMend              TOTinp              TOTout                 STP                 SWC                 SWP                  pH                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
  20070408        0.417000E-07        0.271000E-06        0.000000E+00        0.162000E-06        0.000000E+00        0.000000E+00        0.239250E+01        0.108000E-04        0.107000E-04        0.224000E-06        0.232792E-03        0.564750E-05        0.290000E-05        0.267000E-02        0.650750E+00       -0.200333E+00        0.245000E-02        0.639000E+00        0.100000E+01        0.000000E+00        0.607000E+00        0.686000E-05        0.000000E+00        0.000000E+00        0.198000E-07        0.667042E-06        0.000000E+00        0.000000E+00        0.248125E-11        0.000000E+00        0.146833E-07        0.620667E-03        0.000000E+00        0.000000E+00        0.330583E-08        0.000000E+00        0.168601E-16        0.141000E+01        0.141000E+01        0.000000E+00        0.135000E-06        0.560000E+00        0.670000E-01       -0.105000E+03        0.586000E+01
  20070409        0.700000E-06        0.712000E-06        0.416000E-05        0.210000E-05        0.245000E-06        0.246000E-06        0.233792E+01        0.666917E-04        0.908167E-04        0.224000E-06        0.226125E-03        0.317642E-04        0.252292E-04        0.227279E-01        0.648792E+00       -0.173167E+00        0.244292E-02        0.639792E+00        0.100000E+01        0.000000E+00        0.607000E+00        0.180000E-04        0.112000E-04        0.615000E-04        0.198000E-07        0.703458E-06        0.000000E+00        0.000000E+00        0.263625E-11        0.000000E+00        0.146000E-07        0.651833E-03        0.000000E+00        0.000000E+00        0.351042E-08        0.000000E+00       -0.428750E-17        0.141000E+01        0.141000E+01        0.000000E+00        0.114604E-05        0.560000E+00        0.690000E-01       -0.175000E+02        0.586000E+01
  20070410        0.225000E-05        0.876000E-06        0.149000E-04        0.650792E-05        0.877000E-06        0.880000E-06        0.222417E+01        0.191671E-03        0.270346E-03        0.224000E-06        0.213917E-03        0.936875E-04        0.788125E-04        0.677792E-01        0.646833E+00       -0.162333E+00        0.243917E-02        0.640000E+00        0.100000E+01        0.000000E+00        0.607000E+00        0.222000E-04        0.401000E-04        0.220000E-03        0.198000E-07        0.720708E-06        0.000000E+00        0.000000E+00        0.270917E-11        0.000000E+00        0.145125E-07        0.664792E-03        0.000000E+00        0.000000E+00        0.360667E-08        0.000000E+00        0.315208E-17        0.141000E+01        0.141000E+01        0.000000E+00        0.353792E-05        0.560000E+00        0.700000E-01       -0.901000E+01        0.586000E+01
  20070411        0.417000E-05        0.108000E-05        0.282000E-04        0.120000E-04        0.166000E-05        0.167000E-05        0.209458E+01        0.334042E-03        0.474458E-03        0.225000E-06        0.200250E-03        0.170763E-03        0.146171E-03        0.118862E+00        0.644917E+00       -0.152375E+00        0.242667E-02        0.640000E+00        0.100000E+01        0.000000E+00        0.607000E+00        0.274000E-04        0.760000E-04        0.418000E-03        0.198000E-07        0.756917E-06        0.000000E+00        0.000000E+00        0.286000E-11        0.000000E+00        0.144250E-07        0.694708E-03        0.000000E+00        0.000000E+00        0.380875E-08        0.000000E+00        0.520583E-17        0.141000E+01        0.141000E+01        0.000000E+00        0.651750E-05        0.560000E+00        0.720000E-01       -0.390000E+01        0.586000E+01
  20070412        0.333000E-05        0.992000E-06        0.224000E-04        0.959000E-05        0.132000E-05        0.133000E-05        0.212917E+01        0.282500E-03        0.400333E-03        0.224000E-06        0.202958E-03        0.141417E-03        0.121208E-03        0.100300E+00        0.643000E+00       -0.154875E+00        0.241458E-02        0.640000E+00        0.100000E+01        0.000000E+00        0.607000E+00        0.251000E-04        0.604000E-04        0.332000E-03        0.197125E-07        0.736417E-06        0.000000E+00        0.000000E+00        0.277167E-11        0.000000E+00        0.143500E-07        0.672708E-03        0.000000E+00        0.000000E+00        0.369208E-08        0.000000E+00        0.930583E-17        0.141000E+01        0.141000E+01        0.000000E+00        0.539250E-05        0.560000E+00        0.710000E-01       -0.562000E+01        0.586000E+01
  20070413        0.666000E-07        0.433000E-06        0.000000E+00        0.259000E-06        0.000000E+00        0.000000E+00        0.234125E+01        0.241250E-04        0.297250E-04        0.224000E-06        0.222042E-03        0.121896E-04        0.861417E-05        0.746708E-02        0.641083E+00       -0.190458E+00        0.241000E-02        0.640000E+00        0.100000E+01        0.000000E+00        0.607000E+00        0.110000E-04        0.000000E+00        0.000000E+00        0.197000E-07        0.678292E-06        0.000000E+00        0.000000E+00        0.252583E-11        0.000000E+00        0.142833E-07        0.616708E-03        0.000000E+00        0.000000E+00        0.336333E-08        0.000000E+00       -0.122946E-16        0.141000E+01        0.141000E+01        0.000000E+00        0.388833E-06        0.560000E+00        0.680000E-01       -0.546000E+02        0.586000E+01
  20070414        0.417000E-07        0.271000E-06        0.000000E+00        0.162000E-06        0.000000E+00        0.000000E+00        0.234708E+01        0.107958E-04        0.107333E-04        0.224000E-06        0.221292E-03        0.563333E-05        0.292667E-05        0.269375E-02        0.639125E+00       -0.197750E+00        0.241000E-02        0.640000E+00        0.100000E+01        0.000000E+00        0.607000E+00        0.686000E-05        0.000000E+00        0.000000E+00        0.197000E-07        0.657917E-06        0.000000E+00        0.000000E+00        0.244000E-11        0.000000E+00        0.142000E-07        0.596000E-03        0.000000E+00        0.000000E+00        0.324792E-08        0.000000E+00        0.832500E-17        0.141000E+01        0.141000E+01        0.000000E+00        0.135667E-06        0.560000E+00        0.670000E-01       -0.105000E+03        0.586000E+01
  20070415        0.224000E-05        0.876000E-06        0.149000E-04        0.649000E-05        0.877000E-06        0.880000E-06        0.218708E+01        0.189238E-03        0.266150E-03        0.224000E-06        0.205250E-03        0.922662E-04        0.777454E-04        0.667567E-01        0.637208E+00       -0.160625E+00        0.240167E-02        0.640000E+00        0.100000E+01        0.000000E+00        0.607000E+00        0.222000E-04        0.401000E-04        0.220000E-03        0.197000E-07        0.712625E-06        0.000000E+00        0.000000E+00        0.266958E-11        0.000000E+00        0.141333E-07        0.643000E-03        0.000000E+00        0.000000E+00        0.355375E-08        0.000000E+00       -0.187396E-16        0.141000E+01        0.141000E+01        0.000000E+00        0.348433E-05        0.560000E+00        0.700000E-01       -0.901000E+01        0.586000E+01
  20070416        0.417000E-07        0.271000E-06        0.000000E+00        0.162000E-06        0.000000E+00        0.000000E+00        0.232375E+01        0.184625E-04        0.217000E-04        0.224000E-06        0.217000E-03        0.933875E-05        0.614458E-05        0.544000E-02        0.635292E+00       -0.195417E+00        0.240000E-02        0.640000E+00        0.100000E+01        0.000000E+00        0.607000E+00        0.686000E-05        0.000000E+00        0.000000E+00        0.197000E-07        0.636417E-06        0.000000E+00        0.000000E+00        0.234625E-11        0.000000E+00        0.140667E-07        0.571500E-03        0.000000E+00        0.000000E+00        0.312375E-08        0.000000E+00        0.143192E-16        0.141000E+01        0.141000E+01        0.000000E+00        0.278708E-06        0.560000E+00        0.660000E-01       -0.105000E+03        0.586000E+01
  20070417        0.417000E-07        0.271000E-06        0.000000E+00        0.162000E-06        0.000000E+00        0.000000E+00        0.232375E+01        0.107000E-04        0.106000E-04        0.224000E-06        0.215792E-03        0.556125E-05        0.288167E-05        0.265000E-02        0.633375E+00       -0.197000E+00        0.240000E-02        0.640000E+00        0.100000E+01        0.000000E+00        0.607000E+00        0.686000E-05        0.000000E+00        0.000000E+00        0.197000E-07        0.597667E-06        0.000000E+00        0.000000E+00        0.218000E-11        0.000000E+00        0.140000E-07        0.534625E-03        0.000000E+00        0.000000E+00        0.290542E-08        0.000000E+00       -0.177958E-16        0.141000E+01        0.141000E+01        0.000000E+00        0.133000E-06        0.560000E+00        0.640000E-01       -0.105000E+03        0.586000E+01
  20070418        0.417000E-07        0.271000E-06        0.000000E+00        0.162000E-06        0.000000E+00        0.000000E+00        0.231792E+01        0.107000E-04        0.106000E-04        0.224000E-06        0.214083E-03        0.555125E-05        0.288000E-05        0.265000E-02        0.631458E+00       -0.196750E+00        0.239292E-02        0.640000E+00        0.100000E+01        0.000000E+00        0.607000E+00        0.686000E-05        0.000000E+00        0.000000E+00        0.197000E-07        0.615042E-06        0.000000E+00        0.000000E+00        0.225292E-11        0.000000E+00        0.139208E-07        0.548000E-03        0.000000E+00        0.000000E+00        0.300042E-08        0.000000E+00        0.945417E-17        0.141000E+01        0.141000E+01        0.000000E+00        0.133000E-06        0.560000E+00        0.650000E-01       -0.105000E+03        0.586000E+01
  20070419        0.666000E-07        0.433000E-06        0.000000E+00        0.259000E-06        0.000000E+00        0.000000E+00        0.230917E+01        0.129042E-04        0.136667E-04        0.224000E-06        0.212167E-03        0.652917E-05        0.372333E-05        0.342625E-02        0.629500E+00       -0.189292E+00        0.239000E-02        0.640000E+00        0.100000E+01        0.000000E+00        0.607000E+00        0.110000E-04        0.000000E+00        0.000000E+00        0.196250E-07        0.669458E-06        0.000000E+00        0.000000E+00        0.248000E-11        0.000000E+00        0.138875E-07        0.594375E-03        0.000000E+00        0.000000E+00        0.330417E-08        0.000000E+00       -0.256708E-17        0.141000E+01        0.141000E+01        0.000000E+00        0.171333E-06        0.560000E+00        0.680000E-01       -0.546000E+02        0.586000E+01
  20070420        0.426000E-07        0.277000E-06        0.000000E+00        0.166000E-06        0.000000E+00        0.000000E+00        0.229292E+01        0.888125E-04        0.122296E-03        0.224000E-06        0.208667E-03        0.410992E-04        0.334108E-04        0.291779E-01        0.627583E+00       -0.166333E+00        0.239000E-02        0.640000E+00        0.100000E+01        0.000000E+00        0.620000E+00        0.719000E-05        0.000000E+00        0.000000E+00        0.205000E-07        0.638417E-06        0.000000E+00        0.000000E+00        0.233500E-11        0.000000E+00        0.145000E-07        0.554250E-03        0.000000E+00        0.000000E+00        0.302875E-08        0.000000E+00        0.461583E-17        0.141000E+01        0.141000E+01        0.219000E-05        0.150221E-05        0.111000E+01        0.650000E-01       -0.105000E+03        0.586000E+01
  20070421        0.708000E-07        0.460000E-06        0.000000E+00        0.276000E-06        0.000000E+00        0.000000E+00        0.231833E+01        0.190921E-03        0.265250E-03        0.224000E-06        0.208000E-03        0.853458E-04        0.716917E-04        0.575458E-01        0.625667E+00       -0.160583E+00        0.238542E-02        0.640000E+00        0.100000E+01        0.000000E+00        0.637000E+00        0.126000E-04        0.000000E+00        0.000000E+00        0.222000E-07        0.755167E-06        0.000000E+00        0.000000E+00        0.279333E-11        0.000000E+00        0.159000E-07        0.628500E-03        0.000000E+00        0.000000E+00        0.343625E-08        0.000000E+00       -0.115875E-16        0.141000E+01        0.141000E+01        0.478000E-05        0.320833E-05        0.222000E+01        0.680000E-01       -0.546000E+02        0.586000E+01
  20070422        0.746000E-06        0.806042E-06        0.433000E-05        0.222000E-05        0.268000E-06        0.269000E-06        0.237625E+01        0.363417E-03        0.503792E-03        0.224000E-06        0.208958E-03        0.155063E-03        0.132429E-03        0.941750E-01        0.623625E+00       -0.155792E+00        0.237458E-02        0.640458E+00        0.100000E+01        0.000000E+00        0.654000E+00        0.239000E-04        0.135000E-04        0.788000E-04        0.251833E-07        0.876542E-06        0.000000E+00        0.000000E+00        0.325167E-11        0.000000E+00        0.182708E-07        0.685708E-03        0.000000E+00        0.000000E+00        0.369542E-08        0.000000E+00       -0.804271E-17        0.141000E+01        0.141000E+01        0.737000E-05        0.589667E-05        0.389000E+01        0.690000E-01       -0.175000E+02        0.586000E+01
  20070423        0.754250E-06        0.823000E-06        0.436000E-05        0.224000E-05        0.272000E-06        0.273000E-06        0.236292E+01        0.471083E-03        0.650583E-03        0.224000E-06        0.205708E-03        0.199208E-03        0.171417E-03        0.116029E+00        0.621542E+00       -0.152167E+00        0.235917E-02        0.641000E+00        0.100000E+01        0.000000E+00        0.672000E+00        0.250000E-04        0.139000E-04        0.820000E-04        0.262000E-07        0.911083E-06        0.000000E+00        0.000000E+00        0.337583E-11        0.000000E+00        0.190458E-07        0.694708E-03        0.000000E+00        0.000000E+00        0.373875E-08        0.000000E+00       -0.278417E-16        0.141000E+01        0.141000E+01        0.995000E-05        0.760375E-05        0.444000E+01        0.690000E-01       -0.175000E+02        0.586000E+01
  20070424        0.241000E-05        0.101000E-05        0.156000E-04        0.687000E-05        0.974000E-06        0.977000E-06        0.221333E+01        0.682958E-03        0.946375E-03        0.224000E-06        0.191667E-03        0.305458E-03        0.265000E-03        0.168750E+00        0.619375E+00       -0.142417E+00        0.233917E-02        0.641000E+00        0.100000E+01        0.000000E+00        0.690000E+00        0.307750E-04        0.500000E-04        0.294000E-03        0.262000E-07        0.933958E-06        0.000000E+00        0.000000E+00        0.346833E-11        0.000000E+00        0.189208E-07        0.706167E-03        0.000000E+00        0.000000E+00        0.384208E-08        0.000000E+00        0.695833E-18        0.141000E+01        0.141000E+01        0.125000E-04        0.116279E-04        0.444000E+01        0.700000E-01       -0.901000E+01        0.586000E+01
  20070425        0.492000E-07        0.320000E-06        0.000000E+00        0.191000E-06        0.000000E+00        0.000000E+00        0.232292E+01        0.613375E-03        0.847042E-03        0.224000E-06        0.199125E-03        0.260167E-03        0.224917E-03        0.143042E+00        0.617250E+00       -0.146833E+00        0.231625E-02        0.641000E+00        0.100000E+01        0.000000E+00        0.708000E+00        0.996583E-05        0.000000E+00        0.000000E+00        0.273000E-07        0.869333E-06        0.000000E+00        0.000000E+00        0.317625E-11        0.000000E+00        0.196583E-07        0.638750E-03        0.000000E+00        0.000000E+00        0.342708E-08        0.000000E+00       -0.525000E-18        0.141000E+01        0.141000E+01        0.151000E-04        0.993417E-05        0.500000E+01        0.660000E-01       -0.105000E+03        0.586000E+01
  20070426        0.512000E-07        0.333000E-06        0.000000E+00        0.199000E-06        0.000000E+00        0.000000E+00        0.238958E+01        0.735208E-03        0.100488E-02        0.224000E-06        0.201500E-03        0.299250E-03        0.259417E-03        0.155167E+00        0.615042E+00       -0.146167E+00        0.229250E-02        0.641000E+00        0.100000E+01        0.000000E+00        0.727000E+00        0.109000E-04        0.000000E+00        0.000000E+00        0.296000E-07        0.885625E-06        0.000000E+00        0.000000E+00        0.320292E-11        0.000000E+00        0.214083E-07        0.621167E-03        0.000000E+00        0.000000E+00        0.328208E-08        0.000000E+00        0.810333E-17        0.141000E+01        0.141000E+01        0.177000E-04        0.114321E-04        0.611000E+01        0.640000E-01       -0.105000E+03        0.586000E+01
  20070427        0.522792E-07        0.340000E-06        0.000000E+00        0.203000E-06        0.000000E+00        0.000000E+00        0.239250E+01        0.849250E-03        0.115500E-02        0.224000E-06        0.199500E-03        0.342250E-03        0.297333E-03        0.169250E+00        0.612875E+00       -0.143542E+00        0.226750E-02        0.641333E+00        0.100000E+01        0.000000E+00        0.746000E+00        0.114000E-04        0.000000E+00        0.000000E+00        0.308000E-07        0.949625E-06        0.000000E+00        0.000000E+00        0.344500E-11        0.000000E+00        0.222375E-07        0.646833E-03        0.000000E+00        0.000000E+00        0.344042E-08        0.000000E+00        0.285896E-16        0.141000E+01        0.141000E+01        0.203000E-04        0.130333E-04        0.667000E+01        0.650000E-01       -0.105000E+03        0.586000E+01
  20070428        0.533000E-07        0.347000E-06        0.000000E+00        0.207000E-06        0.000000E+00        0.000000E+00        0.239667E+01        0.966250E-03        0.131500E-02        0.224000E-06        0.197708E-03        0.384250E-03        0.334708E-03        0.183292E+00        0.610542E+00       -0.141292E+00        0.223875E-02        0.642000E+00        0.100000E+01        0.000000E+00        0.766000E+00        0.120000E-04        0.000000E+00        0.000000E+00        0.321000E-07        0.927042E-06        0.000000E+00        0.000000E+00        0.332542E-11        0.000000E+00        0.230583E-07        0.613042E-03        0.000000E+00        0.000000E+00        0.323792E-08        0.000000E+00       -0.685417E-17        0.141000E+01        0.141000E+01        0.228000E-04        0.146333E-04        0.722000E+01        0.630000E-01       -0.105000E+03        0.586000E+01
  20070429        0.544000E-07        0.354000E-06        0.000000E+00        0.212000E-06        0.000000E+00        0.000000E+00        0.240542E+01        0.108625E-02        0.147500E-02        0.224000E-06        0.196083E-03        0.426875E-03        0.372458E-03        0.195333E+00        0.608167E+00       -0.139292E+00        0.220792E-02        0.642000E+00        0.100000E+01        0.000000E+00        0.786000E+00        0.125000E-04        0.000000E+00        0.000000E+00        0.334000E-07        0.994875E-06        0.000000E+00        0.000000E+00        0.358083E-11        0.000000E+00        0.239042E-07        0.638208E-03        0.000000E+00        0.000000E+00        0.339792E-08        0.000000E+00       -0.334262E-16        0.141000E+01        0.141000E+01        0.254000E-04        0.162333E-04        0.778000E+01        0.640000E-01       -0.105000E+03        0.586000E+01
  20070430        0.544333E-07        0.354000E-06        0.000000E+00        0.212000E-06        0.000000E+00        0.000000E+00        0.234667E+01        0.117625E-02        0.158542E-02        0.224000E-06        0.190458E-03        0.468292E-03        0.410417E-03        0.211333E+00        0.605917E+00       -0.136125E+00        0.217500E-02        0.642000E+00        0.100000E+01        0.000000E+00        0.807000E+00        0.125000E-04        0.000000E+00        0.000000E+00        0.334000E-07        0.102417E-05        0.000000E+00        0.000000E+00        0.369833E-11        0.000000E+00        0.236417E-07        0.649000E-03        0.000000E+00        0.000000E+00        0.350958E-08        0.000000E+00        0.440748E-16        0.141000E+01        0.141000E+01        0.279000E-04        0.178333E-04        0.778000E+01        0.650000E-01       -0.105000E+03        0.586000E+01
  20070501        0.869958E-07        0.565625E-06        0.000000E+00        0.338000E-06        0.000000E+00        0.000000E+00        0.228875E+01        0.125667E-02        0.170500E-02        0.224000E-06        0.184917E-03        0.511208E-03        0.449375E-03        0.226375E+00        0.603500E+00       -0.132708E+00        0.213958E-02        0.642917E+00        0.100000E+01        0.000000E+00        0.828000E+00        0.200000E-04        0.000000E+00        0.000000E+00        0.334875E-07        0.112000E-05        0.000000E+00        0.000000E+00        0.407250E-11        0.000000E+00        0.233500E-07        0.697792E-03        0.000000E+00        0.000000E+00        0.386458E-08        0.000000E+00        0.465234E-16        0.141000E+01        0.141000E+01        0.305000E-04        0.194333E-04        0.778000E+01        0.680000E-01       -0.546000E+02        0.586000E+01
  20070502        0.810167E-06        0.932000E-06        0.455000E-05        0.239000E-05        0.298000E-06        0.298000E-06        0.220792E+01        0.138458E-02        0.188250E-02        0.224000E-06        0.177667E-03        0.580083E-03        0.512292E-03        0.250000E+00        0.601167E+00       -0.128042E+00        0.210167E-02        0.643000E+00        0.100000E+01        0.000000E+00        0.850000E+00        0.330000E-04        0.168000E-04        0.105000E-03        0.335000E-07        0.115000E-05        0.000000E+00        0.000000E+00        0.418750E-11        0.000000E+00        0.230417E-07        0.706458E-03        0.000000E+00        0.000000E+00        0.397417E-08        0.000000E+00       -0.166000E-16        0.141000E+01        0.141000E+01        0.330000E-04        0.220458E-04        0.778000E+01        0.690000E-01       -0.175000E+02        0.586000E+01
  20070503        0.887750E-07        0.577000E-06        0.000000E+00        0.345000E-06        0.000000E+00        0.000000E+00        0.224667E+01        0.145917E-02        0.197833E-02        0.224000E-06        0.178792E-03        0.595833E-03        0.526417E-03        0.249833E+00        0.598833E+00       -0.128042E+00        0.206167E-02        0.643083E+00        0.100000E+01        0.000000E+00        0.872000E+00        0.209875E-04        0.000000E+00        0.000000E+00        0.349000E-07        0.116000E-05        0.000000E+00        0.000000E+00        0.421083E-11        0.000000E+00        0.237958E-07        0.692250E-03        0.000000E+00        0.000000E+00        0.389667E-08        0.000000E+00       -0.262625E-16        0.141000E+01        0.141000E+01        0.355000E-04        0.225833E-04        0.833000E+01        0.680000E-01       -0.546000E+02        0.586000E+01
  20070504        0.567000E-07        0.369000E-06        0.000000E+00        0.220000E-06        0.000000E+00        0.000000E+00        0.226625E+01        0.158667E-02        0.213583E-02        0.224000E-06        0.178333E-03        0.635417E-03        0.562042E-03        0.256500E+00        0.596375E+00       -0.127000E+00        0.202125E-02        0.644000E+00        0.100000E+01        0.000000E+00        0.895000E+00        0.137000E-04        0.000000E+00        0.000000E+00        0.363125E-07        0.111000E-05        0.000000E+00        0.000000E+00        0.395625E-11        0.000000E+00        0.246083E-07        0.639375E-03        0.000000E+00        0.000000E+00        0.356917E-08        0.000000E+00       -0.553571E-17        0.141000E+01        0.141000E+01        0.380000E-04        0.240458E-04        0.889000E+01        0.650000E-01       -0.105000E+03        0.586000E+01
  20070505        0.906000E-07        0.589292E-06        0.000000E+00        0.351000E-06        0.000000E+00        0.000000E+00        0.221458E+01        0.166667E-02        0.223583E-02        0.224000E-06        0.173542E-03        0.677792E-03        0.601083E-03        0.269458E+00        0.594000E+00       -0.124083E+00        0.197917E-02        0.644000E+00        0.100000E+01        0.000000E+00        0.918000E+00        0.219000E-04        0.000000E+00        0.000000E+00        0.364000E-07        0.121000E-05        0.000000E+00        0.000000E+00        0.435583E-11        0.000000E+00        0.242625E-07        0.686500E-03        0.000000E+00        0.000000E+00        0.393000E-08        0.000000E+00       -0.367750E-16        0.141000E+01        0.141000E+01        0.405000E-04        0.256333E-04        0.889000E+01        0.680000E-01       -0.546000E+02        0.586000E+01
  20070506        0.906750E-07        0.590000E-06        0.000000E+00        0.351000E-06        0.000000E+00        0.000000E+00        0.216583E+01        0.173708E-02        0.233583E-02        0.224000E-06        0.168917E-03        0.718667E-03        0.639042E-03        0.281500E+00        0.591500E+00       -0.121125E+00        0.193542E-02        0.644625E+00        0.100000E+01        0.000000E+00        0.942000E+00        0.220000E-04        0.000000E+00        0.000000E+00        0.364250E-07        0.121000E-05        0.000000E+00        0.000000E+00        0.434375E-11        0.000000E+00        0.239167E-07        0.675667E-03        0.000000E+00        0.000000E+00        0.391792E-08        0.000000E+00       -0.277833E-17        0.141000E+01        0.141000E+01        0.430000E-04        0.271375E-04        0.889000E+01        0.680000E-01       -0.546000E+02        0.586000E+01
  20070507        0.924917E-07        0.601750E-06        0.000000E+00        0.358000E-06        0.000000E+00        0.000000E+00        0.218458E+01        0.186708E-02        0.250625E-02        0.224000E-06        0.168583E-03        0.760625E-03        0.677000E-03        0.287542E+00        0.589042E+00       -0.120083E+00        0.189083E-02        0.645000E+00        0.100000E+01        0.000000E+00        0.966000E+00        0.229958E-04        0.000000E+00        0.000000E+00        0.379458E-07        0.126000E-05        0.000000E+00        0.000000E+00        0.450333E-11        0.000000E+00        0.246875E-07        0.680500E-03        0.000000E+00        0.000000E+00        0.396292E-08        0.000000E+00       -0.132962E-16        0.141000E+01        0.141000E+01        0.455000E-04        0.286375E-04        0.944000E+01        0.680000E-01       -0.546000E+02        0.586000E+01
  20070508        0.591000E-07        0.384333E-06        0.000000E+00        0.229000E-06        0.000000E+00        0.000000E+00        0.220625E+01        0.200708E-02        0.268583E-02        0.224000E-06        0.168458E-03        0.801208E-03        0.713875E-03        0.292583E+00        0.586583E+00       -0.119333E+00        0.184500E-02        0.645417E+00        0.100000E+01        0.000000E+00        0.991000E+00        0.150000E-04        0.000000E+00        0.000000E+00        0.395500E-07        0.120000E-05        0.000000E+00        0.000000E+00        0.422958E-11        0.000000E+00        0.255167E-07        0.628625E-03        0.000000E+00        0.000000E+00        0.362917E-08        0.000000E+00        0.118250E-16        0.141000E+01        0.141000E+01        0.480000E-04        0.301417E-04        0.100000E+02        0.650000E-01       -0.105000E+03        0.586000E+01
  20070509        0.614333E-07        0.400000E-06        0.000000E+00        0.238000E-06        0.000000E+00        0.000000E+00        0.230000E+01        0.223667E-02        0.296542E-02        0.224000E-06        0.172250E-03        0.844542E-03        0.751875E-03        0.292583E+00        0.583958E+00       -0.120250E+00        0.179708E-02        0.646000E+00        0.100000E+01        0.000000E+00        0.102000E+01        0.164000E-04        0.000000E+00        0.000000E+00        0.428417E-07        0.137792E-05        0.000000E+00        0.000000E+00        0.487583E-11        0.000000E+00        0.276250E-07        0.687708E-03        0.000000E+00        0.000000E+00        0.398167E-08        0.000000E+00        0.150083E-16        0.141000E+01        0.141000E+01        0.504000E-04        0.317375E-04        0.111000E+02        0.670000E-01       -0.105000E+03        0.586000E+01
  20070510        0.627000E-07        0.408000E-06        0.000000E+00        0.242000E-06        0.000000E+00        0.000000E+00        0.232583E+01        0.238708E-02        0.315583E-02        0.224000E-06        0.172083E-03        0.886583E-03        0.789917E-03        0.297583E+00        0.581250E+00       -0.119625E+00        0.174750E-02        0.646375E+00        0.100000E+01        0.000000E+00        0.104000E+01        0.172000E-04        0.000000E+00        0.000000E+00        0.446542E-07        0.135000E-05        0.000000E+00        0.000000E+00        0.472625E-11        0.000000E+00        0.285750E-07        0.654000E-03        0.000000E+00        0.000000E+00        0.376417E-08        0.000000E+00       -0.219562E-16        0.141000E+01        0.141000E+01        0.528000E-04        0.332375E-04        0.117000E+02        0.650000E-01       -0.105000E+03        0.586000E+01
  20070511        0.615000E-07        0.400000E-06        0.000000E+00        0.237833E-06        0.000000E+00        0.000000E+00        0.220667E+01        0.237708E-02        0.315625E-02        0.224000E-06        0.163875E-03        0.925625E-03        0.827833E-03        0.312583E+00        0.578625E+00       -0.115375E+00        0.169750E-02        0.647000E+00        0.100000E+01        0.000000E+00        0.107000E+01        0.165000E-04        0.000000E+00        0.000000E+00        0.430458E-07        0.130000E-05        0.000000E+00        0.000000E+00        0.453292E-11        0.000000E+00        0.268875E-07        0.629042E-03        0.000000E+00        0.000000E+00        0.370083E-08        0.000000E+00       -0.167963E-16        0.141000E+01        0.141000E+01        0.553000E-04        0.346375E-04        0.111000E+02        0.650000E-01       -0.105000E+03        0.586000E+01
  20070512        0.592000E-07        0.385333E-06        0.000000E+00        0.228208E-06        0.000000E+00        0.000000E+00        0.202708E+01        0.227750E-02        0.304667E-02        0.224000E-06        0.152333E-03        0.962792E-03        0.865667E-03        0.332625E+00        0.576042E+00       -0.109792E+00        0.164917E-02        0.647500E+00        0.100000E+01        0.000000E+00        0.109000E+01        0.151000E-04        0.000000E+00        0.000000E+00        0.399167E-07        0.110000E-05        0.000000E+00        0.000000E+00        0.374417E-11        0.000000E+00        0.240500E-07        0.536250E-03        0.000000E+00        0.000000E+00        0.321292E-08        0.000000E+00       -0.850417E-17        0.141000E+01        0.141000E+01        0.577000E-04        0.359375E-04        0.100000E+02        0.620000E-01       -0.105000E+03        0.586000E+01
  20070513        0.604000E-07        0.393000E-06        0.000000E+00        0.233000E-06        0.000000E+00        0.000000E+00        0.205333E+01        0.242750E-02        0.323625E-02        0.224000E-06        0.152500E-03        0.100821E-02        0.903542E-03        0.335625E+00        0.573458E+00       -0.109083E+00        0.160000E-02        0.648000E+00        0.100000E+01        0.000000E+00        0.112000E+01        0.158000E-04        0.000000E+00        0.000000E+00        0.416250E-07        0.122000E-05        0.000000E+00        0.000000E+00        0.418458E-11        0.000000E+00        0.247917E-07        0.576667E-03        0.000000E+00        0.000000E+00        0.350167E-08        0.000000E+00       -0.141167E-16        0.141667E+01        0.141708E+01        0.600000E-04        0.373583E-04        0.106000E+02        0.640000E-01       -0.105000E+03        0.586000E+01
