 Simulation_Period = 19980101 -- 20090831                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
       Mon                 fRa                fINP                 VP1                 VP2                  VM                 KP1                 KP2                  KM                Qmax                 Kba                Kdes                Kads                Kp2u                Ku2p                rEP1                rEP2                 rEM                 pEP                 pEM                  fD                  gD                  Vg               alpha                  Vm                  KD                  Yg                 Q10               gamma               rMORT                beta             Vm_dorm               VmA2D               VmD2A             SWP_A2D                 tau             SWP_D2A               wdorm             VNup_MB             VNup_VG             rNleach             bNup_VG            KsNH4_MB            KsNO3_MB                 YgN            Qmax_NH4             Kba_NH4            KsNH4_VG            KsNO3_VG              fpENZN                VNif                VNit             VDenit1             VDenit2             VDenit3             VDenit4               KsNif               KsNit            KsDenit1            KsDenit2            KsDenit3            KsDenit4                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
    200604        0.200000E+00        0.300000E+00        0.141552E+01        0.256749E+01        0.156217E+01        0.308523E+02        0.308523E+01        0.308523E+03        0.150000E+01        0.600000E+01        0.384298E-02        0.321798E-01        0.257103E-05        0.514205E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.151203E-02        0.501223E-01        0.143703E-03        0.515954E-04        0.280245E+00        0.180000E+01        0.103073E-01        0.228089E-05        0.100000E-02        0.224363E-06        0.141984E-03        0.961551E-07        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.355609E-01        0.846228E-06        0.200000E-01        0.500000E+00        0.925569E-04        0.210824E-03        0.202459E-03        0.574420E-02        0.100000E+03        0.426731E-03        0.640096E-03        0.100000E+01        0.225826E-01        0.140708E+02        0.000000E+00        0.000000E+00        0.378202E-01        0.000000E+00        0.514205E-01        0.617046E-03        0.925569E-03        0.925569E-03        0.925569E-03        0.925569E-03
    200605        0.200000E+00        0.300000E+00        0.584009E+01        0.176752E+02        0.121651E+02        0.393142E+02        0.393142E+01        0.393142E+03        0.150000E+01        0.600000E+01        0.452164E-02        0.335291E-01        0.327619E-05        0.655237E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.220191E-02        0.501223E-01        0.169081E-03        0.657465E-04        0.252230E+00        0.180000E+01        0.103073E-01        0.120869E-05        0.100000E-02        0.224363E-06        0.845047E-04        0.402072E-04        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.517860E-01        0.899288E-05        0.200000E-01        0.500000E+00        0.117943E-03        0.268647E-03        0.297086E-03        0.574420E-02        0.100000E+03        0.621432E-03        0.932147E-03        0.100000E+01        0.328862E-01        0.341794E+02        0.456397E-02        0.108115E-01        0.968326E-01        0.476310E-02        0.655237E-01        0.786285E-03        0.117943E-02        0.117943E-02        0.117943E-02        0.117943E-02
    200606        0.200000E+00        0.300000E+00        0.116600E+02        0.362404E+02        0.265818E+02        0.486059E+02        0.486059E+01        0.486059E+03        0.150000E+01        0.600000E+01        0.521338E-02        0.347555E-01        0.405050E-05        0.810099E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.305860E-02        0.501223E-01        0.194948E-03        0.812853E-04        0.226829E+00        0.180000E+01        0.103073E-01        0.179235E-08        0.100000E-02        0.224363E-06        0.150620E-06        0.191643E-03        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.719342E-01        0.227877E-04        0.200000E-01        0.500000E+00        0.145818E-03        0.332141E-03        0.368564E-03        0.574420E-02        0.100000E+03        0.863210E-03        0.129481E-02        0.100000E+01        0.456811E-01        0.882762E+02        0.274363E+00        0.625400E-01        0.457807E+00        0.338240E+00        0.810099E-01        0.972118E-03        0.145818E-02        0.145818E-02        0.145818E-02        0.145818E-02
    200607        0.200000E+00        0.300000E+00        0.145391E+02        0.405551E+02        0.314503E+02        0.570481E+02        0.570481E+01        0.570481E+03        0.150000E+01        0.600000E+01        0.580006E-02        0.356928E-01        0.475401E-05        0.950802E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.393287E-02        0.501223E-01        0.216886E-03        0.954035E-04        0.207444E+00        0.180000E+01        0.103073E-01        0.201737E-06        0.100000E-02        0.224363E-06        0.194390E-04        0.166110E-03        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.924959E-01        0.263430E-04        0.200000E-01        0.500000E+00        0.171144E-03        0.389829E-03        0.169666E-03        0.574420E-02        0.100000E+03        0.110995E-02        0.166493E-02        0.100000E+01        0.587387E-01        0.124199E+03        0.140184E+00        0.340370E+00        0.386761E+00        0.155444E+00        0.950802E-01        0.114096E-02        0.171144E-02        0.171144E-02        0.171144E-02        0.171144E-02
    200608        0.200000E+00        0.300000E+00        0.765324E+01        0.167799E+02        0.130700E+02        0.566162E+02        0.566162E+01        0.566162E+03        0.150000E+01        0.600000E+01        0.577190E-02        0.356520E-01        0.471801E-05        0.943603E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.388323E-02        0.501223E-01        0.215833E-03        0.946811E-04        0.208286E+00        0.180000E+01        0.103073E-01        0.169241E-05        0.100000E-02        0.224363E-06        0.156971E-03        0.340008E-04        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.913285E-01        0.965244E-05        0.200000E-01        0.500000E+00        0.169849E-03        0.386877E-03        0.156190E-04        0.574420E-02        0.100000E+03        0.109594E-02        0.164391E-02        0.100000E+01        0.579973E-01        0.488548E+02        0.000000E+00        0.000000E+00        0.135926E+00        0.000000E+00        0.943603E-01        0.113232E-02        0.169849E-02        0.169849E-02        0.169849E-02        0.169849E-02
    200609        0.200000E+00        0.300000E+00        0.420475E+01        0.899889E+01        0.673209E+01        0.486862E+02        0.486862E+01        0.486862E+03        0.150000E+01        0.600000E+01        0.521570E-02        0.347507E-01        0.405719E-05        0.811437E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.307448E-02        0.501223E-01        0.195035E-03        0.814196E-04        0.226929E+00        0.180000E+01        0.103073E-01        0.185183E-05        0.100000E-02        0.224363E-06        0.154743E-03        0.260995E-04        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.723078E-01        0.516995E-05        0.200000E-01        0.500000E+00        0.146059E-03        0.332689E-03        0.114751E-03        0.574420E-02        0.100000E+03        0.867694E-03        0.130154E-02        0.100000E+01        0.459184E-01        0.329487E+02        0.191761E-02        0.101425E-02        0.901340E-01        0.400290E-03        0.811437E-01        0.973724E-03        0.146059E-02        0.146059E-02        0.146059E-02        0.146059E-02
    200610        0.200000E+00        0.300000E+00        0.374764E+01        0.123554E+02        0.795706E+01        0.369355E+02        0.369355E+01        0.369355E+03        0.150000E+01        0.600000E+01        0.433570E-02        0.331741E-01        0.307796E-05        0.615592E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.199980E-02        0.501223E-01        0.162128E-03        0.617685E-04        0.259594E+00        0.180000E+01        0.103073E-01        0.111902E-05        0.100000E-02        0.224363E-06        0.832752E-04        0.787950E-04        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.470326E-01        0.690537E-05        0.200000E-01        0.500000E+00        0.110807E-03        0.252393E-03        0.232201E-03        0.574420E-02        0.100000E+03        0.564391E-03        0.846586E-03        0.100000E+01        0.298676E-01        0.415046E+02        0.466009E-01        0.111035E+00        0.123890E+00        0.493606E-01        0.615592E-01        0.738711E-03        0.110807E-02        0.110807E-02        0.110807E-02        0.110807E-02
    200611        0.200000E+00        0.300000E+00        0.468332E+01        0.190713E+02        0.117002E+02        0.293844E+02        0.293844E+01        0.293844E+03        0.150000E+01        0.600000E+01        0.372679E-02        0.319559E-01        0.244870E-05        0.489740E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.139114E-02        0.501223E-01        0.139359E-03        0.491405E-04        0.284888E+00        0.180000E+01        0.103073E-01        0.661020E-07        0.100000E-02        0.224363E-06        0.394255E-05        0.123659E-03        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.327178E-01        0.993294E-05        0.200000E-01        0.500000E+00        0.881532E-04        0.200793E-03        0.647580E-03        0.574420E-02        0.100000E+03        0.392614E-03        0.588920E-03        0.100000E+01        0.207771E-01        0.467455E+02        0.476489E-01        0.112706E+00        0.142159E+00        0.500944E-01        0.489740E-01        0.587688E-03        0.881532E-03        0.881532E-03        0.881532E-03        0.881532E-03
    200612        0.200000E+00        0.300000E+00        0.383062E+01        0.170520E+02        0.993184E+01        0.254861E+02        0.254861E+01        0.254861E+03        0.150000E+01        0.600000E+01        0.339034E-02        0.312120E-01        0.212384E-05        0.424768E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.111189E-02        0.501223E-01        0.126778E-03        0.426213E-04        0.300371E+00        0.180000E+01        0.103073E-01        0.166010E-10        0.100000E-02        0.224363E-06        0.911724E-09        0.126756E-03        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.261503E-01        0.861913E-05        0.200000E-01        0.500000E+00        0.764583E-04        0.174155E-03        0.115556E-02        0.574420E-02        0.100000E+03        0.313804E-03        0.470705E-03        0.100000E+01        0.166065E-01        0.482241E+02        0.817374E-01        0.193804E+00        0.159816E+00        0.951544E-01        0.424768E-01        0.509722E-03        0.764583E-03        0.764583E-03        0.764583E-03        0.764583E-03
    200701        0.200000E+00        0.300000E+00        0.215620E+01        0.135522E+02        0.687360E+01        0.222579E+02        0.222579E+01        0.222579E+03        0.150000E+01        0.600000E+01        0.309393E-02        0.304925E-01        0.185483E-05        0.370965E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.903609E-03        0.501223E-01        0.115694E-03        0.372226E-04        0.315389E+00        0.180000E+01        0.103073E-01        0.515137E-10        0.100000E-02        0.224363E-06        0.252527E-08        0.115633E-03        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.212517E-01        0.700455E-05        0.200000E-01        0.500000E+00        0.667737E-04        0.152096E-03        0.154241E-02        0.574420E-02        0.100000E+03        0.255020E-03        0.382530E-03        0.100000E+01        0.134957E-01        0.373209E+02        0.462201E-01        0.110236E+00        0.111356E+00        0.485752E-01        0.370965E-01        0.445158E-03        0.667737E-03        0.667737E-03        0.667737E-03        0.667737E-03
    200702        0.200000E+00        0.300000E+00        0.153502E+01        0.107340E+02        0.508449E+01        0.183549E+02        0.183549E+01        0.183549E+03        0.150000E+01        0.600000E+01        0.272044E-02        0.295263E-01        0.152958E-05        0.305915E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.668409E-03        0.501223E-01        0.101727E-03        0.306955E-04        0.335601E+00        0.180000E+01        0.103073E-01        0.117989E-09        0.100000E-02        0.224363E-06        0.527128E-08        0.101601E-03        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.157201E-01        0.518135E-05        0.200000E-01        0.500000E+00        0.550647E-04        0.125425E-03        0.293921E-02        0.574420E-02        0.100000E+03        0.188641E-03        0.282962E-03        0.100000E+01        0.998291E-02        0.247008E+02        0.240677E-01        0.491009E-01        0.730931E-01        0.215274E-01        0.305915E-01        0.367098E-03        0.550647E-03        0.550647E-03        0.550647E-03        0.550647E-03
    200703        0.200000E+00        0.300000E+00        0.182145E+01        0.103995E+02        0.532737E+01        0.233417E+02        0.233417E+01        0.233417E+03        0.150000E+01        0.600000E+01        0.319619E-02        0.307508E-01        0.194514E-05        0.389028E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.970294E-03        0.501223E-01        0.119518E-03        0.390351E-04        0.309990E+00        0.180000E+01        0.103073E-01        0.692372E-06        0.100000E-02        0.224363E-06        0.369538E-04        0.614130E-04        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.228200E-01        0.492344E-05        0.200000E-01        0.500000E+00        0.700251E-04        0.159502E-03        0.291128E-02        0.574420E-02        0.100000E+03        0.273840E-03        0.410759E-03        0.100000E+01        0.144916E-01        0.197465E+02        0.605908E-02        0.103556E-01        0.569616E-01        0.451946E-02        0.389028E-01        0.466834E-03        0.700251E-03        0.700251E-03        0.700251E-03        0.700251E-03
    200704        0.200000E+00        0.300000E+00        0.725732E+00        0.122934E+01        0.653386E+00        0.273066E+02        0.273066E+01        0.273066E+03        0.150000E+01        0.600000E+01        0.354389E-02        0.315401E-01        0.227555E-05        0.455111E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.124758E-02        0.501223E-01        0.132519E-03        0.456659E-04        0.293548E+00        0.180000E+01        0.103073E-01        0.229788E-05        0.100000E-02        0.224363E-06        0.131724E-03        0.394666E-07        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.293414E-01        0.308440E-06        0.200000E-01        0.500000E+00        0.819200E-04        0.186596E-03        0.238696E-02        0.574420E-02        0.100000E+03        0.352097E-03        0.528145E-03        0.100000E+01        0.186330E-01        0.114889E+02        0.000000E+00        0.000000E+00        0.308366E-01        0.000000E+00        0.455111E-01        0.546133E-03        0.819200E-03        0.819200E-03        0.819200E-03        0.819200E-03
    200705        0.200000E+00        0.300000E+00        0.275019E+01        0.934541E+01        0.589398E+01        0.399564E+02        0.399564E+01        0.399564E+03        0.150000E+01        0.600000E+01        0.457364E-02        0.336327E-01        0.332970E-05        0.665941E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.225259E-02        0.501223E-01        0.171026E-03        0.668205E-04        0.250079E+00        0.180000E+01        0.103073E-01        0.159607E-05        0.100000E-02        0.224363E-06        0.116580E-03        0.998665E-05        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.529780E-01        0.509738E-05        0.200000E-01        0.500000E+00        0.119869E-03        0.273036E-03        0.144397E-02        0.574420E-02        0.100000E+03        0.635736E-03        0.953604E-03        0.100000E+01        0.336432E-01        0.266385E+02        0.000000E+00        0.000000E+00        0.736584E-01        0.000000E+00        0.665941E-01        0.799129E-03        0.119869E-02        0.119869E-02        0.119869E-02        0.119869E-02
    200706        0.200000E+00        0.300000E+00        0.902744E+01        0.351738E+02        0.241202E+02        0.517186E+02        0.517186E+01        0.517186E+03        0.150000E+01        0.600000E+01        0.543059E-02        0.351045E-01        0.430988E-05        0.861977E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.337848E-02        0.501223E-01        0.203070E-03        0.864907E-04        0.219610E+00        0.180000E+01        0.103073E-01        0.487593E-07        0.100000E-02        0.224363E-06        0.402274E-05        0.176478E-03        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.794575E-01        0.240195E-04        0.200000E-01        0.500000E+00        0.155156E-03        0.353411E-03        0.295054E-03        0.574420E-02        0.100000E+03        0.953490E-03        0.143023E-02        0.100000E+01        0.504587E-01        0.987230E+02        0.222920E+00        0.690925E-01        0.435176E+00        0.272775E+00        0.861977E-01        0.103437E-02        0.155156E-02        0.155156E-02        0.155156E-02        0.155156E-02
    200707        0.200000E+00        0.300000E+00        0.106708E+02        0.387943E+02        0.275813E+02        0.581728E+02        0.581728E+01        0.581728E+03        0.150000E+01        0.600000E+01        0.587638E-02        0.358104E-01        0.484773E-05        0.969547E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.405409E-02        0.501223E-01        0.219740E-03        0.972843E-04        0.205012E+00        0.180000E+01        0.103073E-01        0.201736E-06        0.100000E-02        0.224363E-06        0.198987E-04        0.168103E-03        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.953468E-01        0.271219E-04        0.200000E-01        0.500000E+00        0.174518E-03        0.397514E-03        0.832645E-05        0.574420E-02        0.100000E+03        0.114416E-02        0.171624E-02        0.100000E+01        0.605491E-01        0.128289E+03        0.152722E+00        0.347923E+00        0.405851E+00        0.171942E+00        0.969547E-01        0.116346E-02        0.174518E-02        0.174518E-02        0.174518E-02        0.174518E-02
    200708        0.200000E+00        0.300000E+00        0.552026E+01        0.160013E+02        0.114210E+02        0.561976E+02        0.561976E+01        0.561976E+03        0.150000E+01        0.600000E+01        0.574200E-02        0.356025E-01        0.468313E-05        0.936627E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.384215E-02        0.501223E-01        0.214715E-03        0.939811E-04        0.209310E+00        0.180000E+01        0.103073E-01        0.169241E-05        0.100000E-02        0.224363E-06        0.155179E-03        0.343355E-04        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.903623E-01        0.992252E-05        0.200000E-01        0.500000E+00        0.168593E-03        0.384017E-03        0.187917E-07        0.574420E-02        0.100000E+03        0.108435E-02        0.162652E-02        0.100000E+01        0.573838E-01        0.489315E+02        0.000000E+00        0.000000E+00        0.136298E+00        0.000000E+00        0.936627E-01        0.112395E-02        0.168593E-02        0.168593E-02        0.168593E-02        0.168593E-02
    200709        0.200000E+00        0.300000E+00        0.278190E+01        0.783983E+01        0.523780E+01        0.486234E+02        0.486234E+01        0.486234E+03        0.150000E+01        0.600000E+01        0.521063E-02        0.347411E-01        0.405195E-05        0.810389E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.306991E-02        0.501223E-01        0.194845E-03        0.813145E-04        0.227129E+00        0.180000E+01        0.103073E-01        0.185183E-05        0.100000E-02        0.224363E-06        0.155603E-03        0.256551E-04        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.722002E-01        0.476573E-05        0.200000E-01        0.500000E+00        0.145870E-03        0.332260E-03        0.840884E-05        0.574420E-02        0.100000E+03        0.866402E-03        0.129960E-02        0.100000E+01        0.458500E-01        0.319609E+02        0.191761E-02        0.101425E-02        0.871363E-01        0.400290E-03        0.810389E-01        0.972467E-03        0.145870E-02        0.145870E-02        0.145870E-02        0.145870E-02
    200710        0.200000E+00        0.300000E+00        0.316604E+01        0.131409E+02        0.800781E+01        0.397744E+02        0.397744E+01        0.397744E+03        0.150000E+01        0.600000E+01        0.455847E-02        0.336014E-01        0.331454E-05        0.662907E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.223904E-02        0.501223E-01        0.170458E-03        0.665160E-04        0.250730E+00        0.180000E+01        0.103073E-01        0.111902E-05        0.100000E-02        0.224363E-06        0.858146E-04        0.845819E-04        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.526593E-01        0.816036E-05        0.200000E-01        0.500000E+00        0.119323E-03        0.271792E-03        0.132397E-04        0.574420E-02        0.100000E+03        0.631912E-03        0.947869E-03        0.100000E+01        0.334409E-01        0.484485E+02        0.550940E-01        0.131239E+00        0.144974E+00        0.583653E-01        0.662907E-01        0.795488E-03        0.119323E-02        0.119323E-02        0.119323E-02        0.119323E-02
    200711        0.200000E+00        0.300000E+00        0.479636E+01        0.229124E+02        0.137896E+02        0.361424E+02        0.361424E+01        0.361424E+03        0.150000E+01        0.600000E+01        0.427772E-02        0.330750E-01        0.301187E-05        0.602374E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.192508E-02        0.501223E-01        0.159960E-03        0.604422E-04        0.261644E+00        0.180000E+01        0.103073E-01        0.661020E-07        0.100000E-02        0.224363E-06        0.447238E-05        0.141983E-03        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.452752E-01        0.137457E-04        0.200000E-01        0.500000E+00        0.108427E-03        0.246973E-03        0.822169E-04        0.574420E-02        0.100000E+03        0.543302E-03        0.814953E-03        0.100000E+01        0.287516E-01        0.644763E+02        0.649297E-01        0.152999E+00        0.195859E+00        0.679660E-01        0.602374E-01        0.722848E-03        0.108427E-02        0.108427E-02        0.108427E-02        0.108427E-02
    200712        0.200000E+00        0.300000E+00        0.418301E+01        0.213947E+02        0.123866E+02        0.324888E+02        0.324888E+01        0.324888E+03        0.150000E+01        0.600000E+01        0.398476E-02        0.324948E-01        0.270740E-05        0.541480E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.162835E-02        0.501223E-01        0.149006E-03        0.543321E-04        0.273687E+00        0.180000E+01        0.103073E-01        0.166010E-10        0.100000E-02        0.224363E-06        0.107980E-08        0.148979E-03        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.382965E-01        0.126225E-04        0.200000E-01        0.500000E+00        0.974664E-04        0.222007E-03        0.198724E-03        0.574420E-02        0.100000E+03        0.459558E-03        0.689337E-03        0.100000E+01        0.243199E-01        0.706101E+02        0.119256E+00        0.282315E+00        0.233637E+00        0.138715E+00        0.541480E-01        0.649776E-03        0.974664E-03        0.974664E-03        0.974664E-03        0.974664E-03
    200801        0.200000E+00        0.300000E+00        0.490269E+01        0.207411E+02        0.126555E+02        0.301746E+02        0.301746E+01        0.301746E+03        0.150000E+01        0.600000E+01        0.379120E-02        0.320863E-01        0.251455E-05        0.502909E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.145337E-02        0.501223E-01        0.141768E-03        0.504619E-04        0.282179E+00        0.180000E+01        0.103073E-01        0.515137E-10        0.100000E-02        0.224363E-06        0.310978E-08        0.141692E-03        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.341813E-01        0.112661E-04        0.200000E-01        0.500000E+00        0.905237E-04        0.206193E-03        0.359277E-03        0.574420E-02        0.100000E+03        0.410175E-03        0.615263E-03        0.100000E+01        0.217065E-01        0.599251E+02        0.739479E-01        0.176045E+00        0.178746E+00        0.775698E-01        0.502909E-01        0.603491E-03        0.905237E-03        0.905237E-03        0.905237E-03        0.905237E-03
    200802        0.200000E+00        0.300000E+00        0.338834E+01        0.161312E+02        0.912727E+01        0.245271E+02        0.245271E+01        0.245271E+03        0.150000E+01        0.600000E+01        0.330385E-02        0.310078E-01        0.204393E-05        0.408785E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.104819E-02        0.501223E-01        0.123543E-03        0.410175E-04        0.304629E+00        0.180000E+01        0.103073E-01        0.123120E-09        0.100000E-02        0.224363E-06        0.651642E-08        0.123387E-03        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.246519E-01        0.812527E-05        0.200000E-01        0.500000E+00        0.735813E-04        0.167602E-03        0.914462E-03        0.574420E-02        0.100000E+03        0.295823E-03        0.443734E-03        0.100000E+01        0.156550E-01        0.388252E+02        0.380417E-01        0.779584E-01        0.114897E+00        0.341848E-01        0.408785E-01        0.490542E-03        0.735813E-03        0.735813E-03        0.735813E-03        0.735813E-03
    200803        0.200000E+00        0.300000E+00        0.242297E+01        0.124687E+02        0.667931E+01        0.210409E+02        0.210409E+01        0.210409E+03        0.150000E+01        0.600000E+01        0.298047E-02        0.302103E-01        0.175341E-05        0.350682E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.826994E-03        0.501223E-01        0.111451E-03        0.351875E-04        0.321284E+00        0.180000E+01        0.103073E-01        0.763052E-07        0.100000E-02        0.224363E-06        0.398231E-05        0.105622E-03        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.194498E-01        0.585066E-05        0.200000E-01        0.500000E+00        0.631228E-04        0.143780E-03        0.190704E-02        0.574420E-02        0.100000E+03        0.233398E-03        0.350096E-03        0.100000E+01        0.123514E-01        0.259768E+02        0.185433E-01        0.384954E-01        0.764502E-01        0.168878E-01        0.350682E-01        0.420819E-03        0.631228E-03        0.631228E-03        0.631228E-03        0.631228E-03
    200804        0.200000E+00        0.300000E+00        0.257124E+01        0.131101E+02        0.707119E+01        0.211778E+02        0.211778E+01        0.211778E+03        0.150000E+01        0.600000E+01        0.299297E-02        0.302402E-01        0.176482E-05        0.352964E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.835829E-03        0.501223E-01        0.111919E-03        0.354164E-04        0.320661E+00        0.180000E+01        0.103073E-01        0.124765E-06        0.100000E-02        0.224363E-06        0.545872E-05        0.102394E-03        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.196576E-01        0.624753E-05        0.200000E-01        0.500000E+00        0.635335E-04        0.144715E-03        0.317622E-02        0.574420E-02        0.100000E+03        0.235891E-03        0.353837E-03        0.100000E+01        0.124834E-01        0.279362E+02        0.228678E-01        0.408696E-01        0.823976E-01        0.178299E-01        0.352964E-01        0.423557E-03        0.635335E-03        0.635335E-03        0.635335E-03        0.635335E-03
    200805        0.200000E+00        0.300000E+00        0.203748E+01        0.930225E+01        0.505058E+01        0.219393E+02        0.219393E+01        0.219393E+03        0.150000E+01        0.600000E+01        0.306521E-02        0.304247E-01        0.182827E-05        0.365654E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.882373E-03        0.501223E-01        0.114620E-03        0.366897E-04        0.316804E+00        0.180000E+01        0.103073E-01        0.987976E-06        0.100000E-02        0.224363E-06        0.504077E-04        0.275481E-04        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.207522E-01        0.391390E-05        0.200000E-01        0.500000E+00        0.658177E-04        0.149918E-03        0.100859E-01        0.574420E-02        0.100000E+03        0.249027E-03        0.373540E-03        0.100000E+01        0.131785E-01        0.149970E+02        0.437173E-02        0.918227E-02        0.427912E-01        0.403973E-02        0.365654E-01        0.438785E-03        0.658177E-03        0.658177E-03        0.658177E-03        0.658177E-03
    200806        0.200000E+00        0.300000E+00        0.169782E+01        0.394639E+01        0.232994E+01        0.277759E+02        0.277759E+01        0.277759E+03        0.150000E+01        0.600000E+01        0.358738E-02        0.316457E-01        0.231465E-05        0.462931E-03        0.122890E-03        0.122890E-03        0.122890E-03        0.147568E-02        0.664590E-02        0.750000E+00        0.500000E+00        0.127672E-02        0.501223E-01        0.134146E-03        0.464505E-04        0.291346E+00        0.180000E+01        0.103073E-01        0.229843E-05        0.100000E-02        0.224363E-06        0.133386E-03        0.332203E-07        0.460000E+00        0.390000E+00        0.179400E+00        0.338000E+01        0.300267E-01        0.112820E-05        0.200000E-01        0.500000E+00        0.833275E-04        0.189802E-03        0.197375E-01        0.574420E-02        0.100000E+03        0.360320E-03        0.540480E-03        0.100000E+01        0.190682E-01        0.129396E+02        0.000000E+00        0.000000E+00        0.351635E-01        0.000000E+00        0.462931E-01        0.555517E-03        0.833275E-03        0.833275E-03        0.833275E-03        0.833275E-03
